temperature_c,humidity_pct,pressure_hpa,wind_speed_kmh,cloud_cover_pct,dew_point_c,cloud_type,rain_tomorrow
22.65,78.74,1007.77,1.62,77.41,18.21,Cumulus,Rain
15.22,78.22,1005.5,6.96,96.22,9.72,Cumulus,Rain
9.33,11.71,1006.19,14.67,40.27,-9.26,Cumulus,No Rain
11.75,66.43,1009.72,7.48,40.27,4.42,Cumulus,No Rain
10.76,93.62,1013.41,5.32,72.17,10.03,Stratus,No Rain
29.23,78.05,1012.99,6.55,50.04,23.76,Cumulus,No Rain
35.16,70.18,1013.4,17.62,51.93,28,Cumulus,No Rain
13.75,67.25,1026.54,17.06,100,6.61,Cumulus,No Rain
22.61,69.46,1024.65,6.89,32.14,15.36,Cirrus,No Rain
26.65,91.51,1015.17,6.84,61.14,23.92,Cumulus,No Rain
30.26,37.01,1028.34,7.22,43.49,15.92,Cumulus,No Rain
20.43,65.24,1000.49,13.0,30.94,13.72,Cirrus,No Rain
15.75,42.17,1011.07,3.13,83.16,4.88,Cumulus,No Rain
35.17,84.92,1005.3,13.97,81.23,28,Nimbus,Rain
5.76,71.04,1003.97,10.92,69.08,-0.52,Stratus,Rain
26.06,53.47,1006.03,4.54,14.91,16.62,Cirrus,No Rain
20.82,69.46,1017.19,6.99,59.46,14.0,Cumulus,No Rain
33.65,45.61,985,20.07,78.59,22.82,Cumulus,Rain
10.44,76.6,1001.77,12.2,35.32,5.81,Cumulus,Rain
12.89,64.88,1002.93,13.15,57.15,3.95,Cumulus,No Rain
15.76,76.9,1013.56,7.23,12.02,10.05,Cirrus,No Rain
14.87,67.61,1011.61,23.92,39.39,9.45,Cumulus,No Rain
20.0,40.56,1011.2,22.37,60.39,9.8,Cumulus,No Rain
36.28,43.17,1005.4,28.67,62.91,26.06,Cumulonimbus,Rain
27.07,81.38,995.81,4.81,72.81,23.05,Cumulus,Rain
17.25,67.94,1014.8,7.67,63.72,11.01,Cumulus,No Rain
23.89,49.12,1014.14,13.63,66.32,16.43,Cumulus,No Rain
27.39,70.85,1020.18,18.8,2.32,19.84,Cirrus,No Rain
15.12,50.27,1016.43,4.03,55.73,5.7,Cumulus,No Rain
7.72,39.61,1014.59,19.96,77.66,-5.26,Stratus,No Rain
14.36,91.34,1013.83,7.96,38.84,12.49,Cumulus,No Rain
8.1,46.83,1008.66,16.04,92.48,-3.47,Stratus,Rain
-8,67.56,987.23,4.38,25.12,-14.38,Cirrus,No Rain
10.05,42.74,1011.66,4.29,54.95,-2.58,Cumulus,No Rain
16.95,66.78,1025.42,9.38,96.23,9.85,Cumulus,No Rain
18.32,75.46,1010.64,24.61,57.56,13.62,Cumulus,No Rain
9.25,60.7,1024.0,17.61,77.27,0.86,Nimbus,No Rain
22.89,59.15,1012.89,16.24,33.52,13.22,Cirrus,No Rain
6.59,74.31,1019.43,7.08,63.21,2.13,Clear,No Rain
14.74,58.2,1016.46,17.33,91.93,4.93,Cumulus,No Rain
22.65,82.98,1017.55,14.25,70.61,19.64,Cumulus,Rain
28.84,69.24,1019.32,6.54,43.76,23.77,Cumulus,No Rain
23.19,38.41,1009.97,7.4,62.67,8.08,Cumulus,No Rain
3.04,100,1011.07,6.5,0,1.05,Cirrus,No Rain
31.64,59.68,1006.4,27.14,89.6,22.74,Cumulonimbus,Rain
28.61,55.77,1007.5,14.9,59.23,21.41,Cumulus,No Rain
16.85,31.44,1009.95,10.27,48.27,3.61,Nimbus,No Rain
22.96,95.91,1007.62,9.41,25.66,20.55,Cirrus,Rain
13.56,51.77,1027.33,9.46,63.05,1.38,Cumulus,No Rain
13.21,52.77,1000.22,15.46,41.83,4.93,Cumulonimbus,No Rain
22.52,91.54,1015.41,4.77,69.7,22.18,Cumulus,Rain
-0.2,62.3,1005.17,19.29,64.45,-6.93,Stratus,No Rain
13.28,53.01,1012.64,6.43,43.78,1.93,Cumulus,No Rain
17.51,66.08,1010.46,10.4,58.51,8.03,Cumulus,No Rain
16.99,49.74,1003.43,10.28,61.97,7.52,Cumulus,No Rain
20.13,66.19,1013.19,12.82,0,13.52,Cirrus,No Rain
10.71,81.59,1005.26,10.92,26.1,8.07,Cirrus,Rain
13.8,50.86,1014.39,35.22,22.63,3.89,Cirrus,No Rain
6.01,27.87,1011.46,3.05,34.22,-9.64,Cirrus,No Rain
8.09,63.43,1020.8,17.74,0,-0.99,Cirrus,Rain
19.7,36.49,1018.98,14.87,40.94,6.23,Cumulus,No Rain
17.32,64.69,1018.79,10.42,6.35,11.56,Cirrus,No Rain
7.78,38.85,1009.52,20.48,67.88,-5.27,Stratus,No Rain
22.62,72.61,1012.03,18.29,29.31,15.53,Cirrus,No Rain
16.3,52.26,1020.08,11.75,100,6.91,Cumulus,No Rain
20.89,62.47,1029.22,10.92,14.98,11.68,Cirrus,No Rain
12.79,76.19,1006.19,12.32,86.11,8.37,Cumulus,No Rain
19.89,13.5,1000.26,4.9,93.02,2.67,Cumulus,Rain
27.28,55.63,1007.59,10.19,80.34,20.62,Cumulus,Rain
17.94,60.04,1013.9,9.92,80.01,10.73,Cumulus,No Rain
21.75,57.92,999.07,8.52,21.27,13.79,Cirrus,No Rain
10.08,44.6,1013.28,6.82,100,-1.58,Cumulus,No Rain
32.42,58.8,1009.45,12.46,36.64,24.48,Cumulus,No Rain
9.99,36.02,1013.75,18.41,26.31,-1.72,Cirrus,No Rain
29.24,40.4,1011.58,12.75,48.04,19.31,Cumulus,No Rain
-8,100,999.93,12.41,55.71,-7.27,Cumulus,Rain
40.47,100,1030.09,9.37,66.76,28,Cumulus,Rain
32.08,50.84,1001.6,12.62,45.09,22.99,Cumulus,No Rain
25.58,72.25,1023.14,19.43,30.31,20.71,Cirrus,No Rain
-4.86,64.05,1018.62,5.24,39.87,-12.48,Cumulus,No Rain
23.43,77.45,1002.46,9.09,86.28,19.36,Cumulus,Rain
26.29,78.71,994.18,5.57,43.81,21.73,Cumulonimbus,Rain
21.05,49.64,1014.34,6.01,96.46,10.94,Cumulus,Rain
0.5,54.92,1020.55,18.01,76.06,-9.8,Stratus,No Rain
11.95,100,1025.6,6.12,73.44,13.57,Stratus,Rain
0.85,95.64,1005.57,27.64,39.38,2.08,Cumulus,Rain
26.9,67.7,1003.99,9.78,69.85,22.18,Cumulus,Rain
24.32,57.38,1002.39,4.91,69.39,13.47,Cumulus,Rain
13.63,92.5,1004.36,12.42,40.91,12.67,Cumulus,Rain
33.74,39.47,1024.0,5.02,72.14,20.73,Cumulus,No Rain
19.51,70.93,1006.42,13.14,80.0,13.07,Cumulus,Rain
20.06,79.76,1017.46,8.94,76.67,17.77,Cumulus,Rain
16.14,57.39,997.61,10.41,66.7,7.44,Cumulus,Rain
18.46,37.42,998.42,7.52,86.9,5.84,Cumulus,Rain
10.61,54.15,1024.46,8.86,54.99,0.57,Cumulus,No Rain
30.67,39.27,1018.96,10.63,62.18,17.09,Cumulus,No Rain
1.86,56.04,1004.25,7.19,16.8,-5.16,Cirrus,Rain
30.04,48.57,1014.26,3.23,48.11,19.33,Cumulus,No Rain
22.0,70.23,1005.74,6.5,100,15.56,Stratus,Rain
12.3,58.34,1021.52,5.86,31.29,6.4,Cirrus,No Rain
4.3,62.97,1010.74,3.14,47.77,-2.59,Cumulus,No Rain
13.08,51.49,1008.48,19.6,34.3,3.09,Cirrus,No Rain
-2.84,78.12,1003.54,5.93,0,-7.87,Cirrus,Rain
12.82,59.29,1001.95,16.64,81.73,6.58,Cumulus,Rain
1.19,100,1012.1,13.51,77.22,0.29,Stratus,Rain
22.45,66.97,1007.57,23.12,100,17.77,Cumulus,Rain
18.94,54.95,995.89,14.94,45.54,10.85,Cumulus,No Rain
22.71,63.8,1015.62,3.54,55.21,14.71,Cumulus,No Rain
20.75,40.41,1017.99,15.03,35.81,8.1,Cumulus,No Rain
4.89,50.62,1009.4,10.18,42.3,-6.11,Cumulus,No Rain
11.85,82.86,1007.47,13.26,100,9.19,Nimbus,Rain
15.01,53.24,1024.9,26.58,73.38,6.07,Cumulonimbus,No Rain
24.37,73.32,1025.14,1.82,33.21,17.8,Cirrus,No Rain
-0.74,53.08,1000.96,13.54,73.12,-10.05,Stratus,No Rain
8.09,76.23,997.56,17.07,100,6.22,Stratus,No Rain
17.89,53.48,1013.54,10.12,49.53,8.89,Cumulus,No Rain
26.03,61.57,1005.49,27.07,7.3,18.0,Cirrus,No Rain
28.01,51.41,1006.13,37.29,87.6,17.93,Cumulonimbus,Rain
31.64,40.71,1012.81,11.95,56.08,20.65,Cumulus,No Rain
23.21,86.2,1012.47,7.0,78.14,19.71,Cumulus,No Rain
18.83,49.94,1004.38,10.08,59.96,7.89,Cumulus,No Rain
16.38,54.81,1013.63,30.62,72.61,7.97,Cumulonimbus,No Rain
16.89,69.42,1002.21,50.08,0,11.79,Cirrus,No Rain
25.08,88.22,1021.58,22.09,48.08,20.77,Cumulus,Rain
33.41,55.68,1017.16,2.03,73.31,26.68,Cumulus,No Rain
23.44,87.85,1012.46,8.57,19.98,21.73,Cirrus,No Rain
17.14,74.7,1010.94,17.24,98.35,10.01,Cumulus,No Rain
20.57,55.09,1008.67,27.46,63.43,12.08,Cumulonimbus,No Rain
19.8,75.51,1017.31,13.36,57.07,15.74,Cumulus,No Rain
17.21,59.16,1013.15,5.21,96.35,8.37,Cumulus,No Rain
18.12,65.6,1008.24,8.62,34.14,10.24,Cirrus,No Rain
12.07,60.09,1015.36,17.33,56.9,3.46,Cumulus,No Rain
17.47,38.36,1007.33,8.45,42.37,5.62,Cumulus,No Rain
20.22,100,1017.36,30.68,65.68,21.44,Cumulonimbus,Rain
12.41,53.48,998.64,13.56,62.65,3.97,Cumulus,No Rain
24.74,67.27,996.55,14.21,28.71,19.46,Cirrus,No Rain
7.1,67.62,1025.53,6.41,40.42,1.6,Cumulus,No Rain
16.49,77.8,1011.11,24.2,22.09,11.76,Cirrus,No Rain
6.45,63.5,1003.56,14.5,79.35,1.9,Stratus,Rain
19.15,62.15,1005.91,8.32,60.64,13.04,Cumulus,No Rain
24.78,59.25,1022.91,3.65,97.22,17.46,Cumulus,No Rain
17.59,29.01,996.14,9.34,71.35,2.77,Cumulus,Rain
10.72,100,1011.19,9.91,52.12,10.55,Nimbus,No Rain
24.8,71.14,998.29,5.12,24.92,20.21,Cirrus,No Rain
2.26,53.42,1013.16,14.75,76.78,-7.05,Stratus,No Rain
12.77,35.75,1024.67,4.82,77.14,2.11,Cumulus,No Rain
16.33,36.36,1016.73,6.62,57.2,3.25,Cumulus,No Rain
15.86,100,1000.53,4.98,47.6,13.7,Cumulus,Rain
34.7,69.86,1012.97,3.39,14.87,28,Cirrus,Rain
20.5,100,1007.78,5.12,31.85,22.1,Cirrus,Rain
8.99,56.66,1015.73,6.16,76.49,-0.27,Stratus,No Rain
6.18,78.4,1016.04,13.06,93.81,3.92,Cumulonimbus,Rain
13.53,78.1,1022.71,17.94,34.91,10.28,Cirrus,No Rain
11.93,80.67,1010.24,4.38,14.26,10.16,Cirrus,Rain
23.54,82.21,1009.43,11.24,70.26,19.34,Cumulus,Rain
6.37,61.89,1021.33,10.16,96.81,-2.44,Stratus,No Rain
33.46,60.23,1014.74,11.67,67.61,27.69,Cumulus,No Rain
15.55,63.37,1007.58,9.31,57.87,7.11,Cumulus,No Rain
30.04,60.39,1009.15,43.18,43.44,20.99,Cumulus,No Rain
25.61,50.91,1010.69,4.57,7.22,15.44,Cirrus,No Rain
25.28,74.88,1016.51,10.04,100,20.64,Cumulus,No Rain
21.24,85.3,1000.73,5.85,73.1,16.99,Cumulus,Rain
19.57,78.83,1011.92,18.27,41.02,15.14,Cumulus,No Rain
4.19,85.76,1018.53,12.3,63.61,1.91,Stratus,No Rain
34.92,67.95,1000.21,12.15,78.89,25.63,Cumulus,Rain
14.23,37.99,1015.97,3.92,41.28,1.38,Cumulus,No Rain
-1.43,87.47,999.9,8.13,67.5,-4.23,Stratus,Rain
24.07,81.32,1016.25,10.76,14.41,21.73,Cirrus,No Rain
30.23,79.32,1000.48,10.85,60.76,27.18,Cumulus,Rain
20.92,80.04,1016.63,22.0,56.1,17.64,Cumulus,Rain
37.69,68.02,1014.05,4.6,72.38,28,Cumulus,Rain
25.35,79.32,1015.8,9.15,45.9,21.71,Cumulus,No Rain
26.48,50.67,998.18,2.58,54.34,14.22,Cirrus,No Rain
20.62,24.5,1015.82,4.81,93.0,4.07,Cumulus,No Rain
30.29,100,999.15,16.75,50.38,28,Cumulus,Rain
31.25,78.12,1005.32,31.57,40.42,27.41,Cumulus,Rain
25.28,87.99,997.54,5.92,55.79,19.86,Cumulus,Rain
11.08,79.41,1015.87,8.53,69.9,7.36,Stratus,Rain
11.18,67.57,1020.29,5.87,26.6,4.38,Cirrus,No Rain
16.93,92.8,998.03,5.63,93.73,13.04,Nimbus,Rain
10.98,64.42,1020.6,15.82,25.11,3.81,Cirrus,Rain
11.27,75.0,1006.71,6.23,79.89,6.79,Stratus,Rain
5.39,71.1,1019.24,4.62,36.62,1.96,Cumulus,No Rain
7.91,56.71,1018.15,18.52,53.61,-0.42,Cumulus,No Rain
12.97,51.45,1022.64,10.37,62.42,2.44,Cumulus,No Rain
25.3,98.36,997.43,17.83,47.3,24.59,Cumulus,Rain
13.75,95.12,1018.74,17.35,30.29,13.03,Cirrus,No Rain
14.53,65.24,1007.2,9.79,12.72,7.86,Cirrus,No Rain
9.54,89.32,1011.13,22.24,57.54,8.98,Cumulus,Rain
24.28,100,1010.38,20.2,48.51,24.9,Cumulus,No Rain
20.91,57.6,1020.03,13.26,49.64,10.27,Cumulus,No Rain
23.2,73.89,1011.31,7.4,24.14,18.7,Cirrus,No Rain
5.16,100,1022.33,2.08,48.51,7.71,Cumulus,No Rain
19.95,55.94,1001.01,11.86,34.03,12.34,Cirrus,No Rain
22.24,73.13,1007.51,15.1,62.6,15.16,Cumulus,No Rain
29.77,59.23,1022.89,37.77,100,21.56,Cumulonimbus,Rain
11.1,51.26,998.65,11.62,56.06,2.32,Cumulus,No Rain
19.52,46.2,1014.2,6.96,100,10.97,Cumulus,No Rain
24.01,36.8,1011.95,10.27,51.55,10.85,Cumulus,No Rain
36.11,70.79,1004.05,7.82,50.74,28,Cumulus,No Rain
24.78,31.17,1006.15,49.79,40.14,11.18,Cumulus,No Rain
42,82.03,999.33,14.65,4.5,28,Cirrus,Rain
8.4,62.68,1023.66,12.89,84.47,1.43,Stratus,No Rain
1.08,18.92,1005.64,7.12,18.58,-14.49,Cirrus,Rain
12.66,21.57,1018.91,20.18,68.06,-4.65,Cumulus,No Rain
21.65,78.45,1007.98,13.61,64.22,15.27,Cumulus,Rain
14.71,100,1004.06,14.69,26.33,13.15,Cirrus,Rain
21.08,71.96,1009.83,12.67,69.69,14.45,Cumulus,Rain
38.38,87.56,1022.82,10.28,74.7,28,Cumulus,No Rain
9.08,76.22,1021.33,15.42,100,3.75,Stratus,Rain
12.94,61.62,1011.05,6.91,0,6.68,Cirrus,No Rain
19.55,75.5,1015.69,9.39,45.75,11.84,Cumulus,No Rain
25.98,59.64,1005.67,20.31,47.57,16.69,Cumulus,No Rain
17.28,48.9,996.57,8.54,13.69,6.03,Cirrus,No Rain
27.97,58.37,1018.23,20.4,35.26,18.47,Cumulus,No Rain
9.41,45.12,1020.06,4.04,87.76,-1.26,Stratus,No Rain
24.0,39.49,1019.28,2.87,49.33,10.97,Cumulus,No Rain
32.29,54.35,1005.57,9.42,71.8,20.7,Cumulus,Rain
9.16,50.39,1017.15,15.46,68.62,-0.46,Stratus,No Rain
15.26,65.68,1005.01,9.26,65.7,7.07,Cumulus,Rain
21.92,73.62,1008.35,14.61,79.36,15.18,Cumulus,Rain
4.09,56.77,1027.0,10.8,61.88,-4.72,Stratus,No Rain
31.4,85.27,1010.93,20.71,32.88,27.48,Cirrus,No Rain
15.29,57.73,1003.69,26.88,74.59,7.64,Cumulonimbus,No Rain
19.24,65.86,1017.58,17.97,70.17,12.79,Cumulus,No Rain
23.14,100,998.15,40.07,52.01,25.24,Cumulonimbus,Rain
25.17,73.12,1000.88,8.34,21.67,20.66,Cirrus,No Rain
25.62,65.8,995.27,11.68,18.78,18.5,Cirrus,No Rain
11.63,94.15,1012.95,8.82,76.66,8.19,Stratus,Rain
11.43,67.21,1015.1,5.08,26.11,4.08,Cirrus,No Rain
14.25,85.36,1017.38,10.06,82.33,12.29,Cumulus,Rain
10.03,62.92,1016.72,9.02,45.58,2.07,Cumulus,No Rain
19.13,100,1012.74,17.09,61.22,18.86,Cumulus,No Rain
38.49,78.81,1019.67,12.98,53.2,28,Cumulus,No Rain
11.36,72.8,1003.2,13.47,76.58,4.26,Stratus,Rain
23.52,66.26,1014.6,3.1,66.83,16.99,Cumulus,No Rain
16.09,45.51,1022.47,7.16,82.08,4.62,Cumulus,No Rain
24.07,84.63,1017.28,18.45,34.23,23.45,Cirrus,No Rain
23.25,70.45,1015.58,1.97,45.89,16.96,Cumulus,No Rain
22.86,48.14,997.86,15.08,26.91,11.8,Cirrus,No Rain
22.89,41.5,1027.17,13.37,51.8,11.51,Cumulus,No Rain
21.18,33.85,1015.82,12.51,81.02,8.05,Cumulus,No Rain
20.72,26.03,1020.8,5.27,33.27,5.9,Cirrus,No Rain
16.18,59.04,1008.28,12.75,50.75,4.76,Cumulus,No Rain
25.74,100,998.64,29.82,0,26.8,Cirrus,Rain
12.18,62.1,1024.01,11.09,52.05,4.93,Cumulus,No Rain
10.7,51.17,991.83,22.78,75.5,2.32,Stratus,Rain
15.98,95.6,1028.9,15.91,47.36,16.04,Cumulus,Rain
25.1,69.15,1009.79,9.0,49.89,18.91,Cumulus,No Rain
17.73,56.79,1027.49,17.2,61.67,9.51,Cumulus,No Rain
21.92,90.06,1016.92,12.22,64.56,20.58,Cumulus,No Rain
6.14,77.7,1015.6,8.93,16.15,0.97,Cirrus,No Rain
15.56,52.81,1018.69,8.91,81.8,4.58,Cumulus,No Rain
12.85,80.24,1005.97,5.83,29.67,11.48,Cirrus,Rain
9.55,74.17,1010.4,14.17,58.55,2.62,Cumulus,No Rain
25.2,66.11,1021.58,5.59,33.62,18.03,Cirrus,No Rain
17.19,66.25,1017.76,11.95,1.59,12.57,Cirrus,No Rain
23.71,78.56,1015.81,12.4,97.67,20.16,Cumulus,Rain
23.76,69.43,1020.11,12.7,91.19,16.59,Cumulus,No Rain
2.28,67.27,1011.94,12.47,55.18,-4.26,Cumulus,No Rain
22.99,72.73,997.08,11.62,63.7,18.42,Cumulus,No Rain
24.35,78.71,1003.56,24.7,79.6,18.81,Cumulus,Rain
24.62,98.89,1009.31,20.15,40.68,23.42,Cumulus,No Rain
19.11,35.34,1012.52,10.58,77.72,6.96,Cumulus,Rain
6.82,71.87,1018.78,16.55,56.65,0.93,Cumulus,No Rain
16.18,33.6,1014.57,8.47,20.48,4.74,Cirrus,No Rain
15.57,45.84,1022.79,9.84,70.72,3.72,Cumulus,No Rain
30.08,66.34,1005.22,10.63,38.34,22.42,Cumulus,No Rain
-0.31,43.94,1013.55,5.64,21.25,-10.45,Cirrus,No Rain
15.69,100,1016.36,6.25,100,17.42,Cumulus,Rain
34.25,60.74,1011.36,31.82,34.55,26.02,Cirrus,No Rain
19.58,69.45,1009.45,21.19,89.25,11.18,Cumulus,No Rain
-1.4,100,1007.22,8.02,46.64,-1.58,Cumulus,Rain
23.88,69.71,1007.12,14.76,45.76,17.11,Cumulus,No Rain
12.15,80.82,1009.04,6.77,51.88,9.77,Cumulus,No Rain
11.15,44.52,1008.12,9.85,40.77,-0.18,Cumulus,No Rain
15.54,70.38,1024.32,8.86,78.06,9.82,Cumulus,No Rain
30.12,100,1005.41,8.0,100,28,Nimbus,Rain
2.31,47.14,1020.57,10.74,41.3,-8.45,Cumulus,No Rain
13.87,64.6,1013.97,9.59,30.87,8.55,Cirrus,No Rain
15.93,19.81,1003.5,7.71,5.85,2.36,Clear,No Rain
11.74,100,1016.97,15.59,0,10.82,Cirrus,Rain
28.45,70.28,1007.02,8.95,30.89,22.75,Cirrus,No Rain
17.67,74.3,1002.84,27.99,52.31,11.01,Cumulonimbus,No Rain
14.79,45.04,1008.1,11.5,61.76,4.94,Cumulus,No Rain
17.06,78.58,1014.07,14.93,54.07,10.26,Cumulus,No Rain
19.56,64.8,1009.24,4.39,4.68,12.67,Cirrus,No Rain
20.44,65.6,1018.65,15.41,63.04,13.89,Cumulus,No Rain
3.34,66.04,1000.94,7.43,100,-1.51,Stratus,Rain
12.36,49.44,1010.94,18.35,100,3.11,Cumulus,No Rain
16.87,78.26,1026.22,7.62,100,12.8,Cumulus,Rain
26.42,95.67,1010.29,16.7,79.79,26.49,Cumulus,Rain
10.74,100,1026.62,10.44,75.15,9.78,Stratus,Rain
24.56,51.78,1003.67,21.17,94.63,13.84,Cumulus,Rain
16.82,98.36,1012.39,19.46,61.45,17.88,Cumulus,No Rain
6.25,73.96,1002.5,46.5,35.01,4.62,Cumulus,Rain
15.04,31.4,1010.71,12.1,100,1.51,Cumulus,No Rain
37.59,53.8,1035,21.6,47.91,28,Cumulus,No Rain
17.96,94.1,1012.17,9.01,50.63,17.98,Cumulus,Rain
3.03,70.48,1012.12,9.97,28.1,-3.3,Cirrus,No Rain
27.09,49.74,1020.25,8.12,46.27,16.96,Cumulus,No Rain
28.5,85.17,1003.54,7.66,68.36,26.84,Cumulus,Rain
11.89,60.26,1035,26.55,29.01,3.59,Cirrus,No Rain
17.32,55.21,1011.83,4.41,7.43,7.39,Cirrus,No Rain
11.43,72.27,1022.8,10.0,60.91,6.81,Stratus,No Rain
12.76,83.8,1013.49,8.72,43.85,9.21,Cumulus,No Rain
14.84,32.83,1014.64,14.78,11.74,2.6,Clear,No Rain
30.35,100,1005.58,14.33,23.88,28,Cirrus,Rain
29.63,40.26,1002.82,13.26,29.39,18.22,Cirrus,No Rain
29.08,81.7,991.0,7.63,97.39,25.1,Nimbus,Rain
14.9,69.37,1009.04,10.04,50.86,9.04,Cumulus,No Rain
33.69,100,1010.48,7.89,35.97,28,Cumulus,No Rain
15.55,73.41,1004.04,6.03,73.06,10.81,Cumulus,Rain
13.95,75.4,1019.22,21.3,42.31,9.13,Cumulus,No Rain
23.38,66.81,1020.63,13.46,69.91,16.19,Cumulus,No Rain
20.2,60.12,1018.98,24.92,44.63,11.86,Cumulus,No Rain
37.35,41.62,1021.56,20.11,33.96,25.76,Cirrus,No Rain
4.05,33.67,1004.09,13.01,92.5,-9.14,Stratus,Rain
15.6,76.27,1010.89,21.69,32.67,10.47,Cirrus,No Rain
18.12,19.18,1011.05,8.62,58.18,-1.01,Nimbus,No Rain
16.86,43.93,1009.09,9.15,100,6.15,Cumulus,No Rain
24.4,87.98,1028.55,8.15,70.97,22.53,Cumulus,Rain
7.84,57.32,1017.27,3.25,88.01,-1.46,Stratus,No Rain
16.6,53.89,1016.76,11.64,0,8.15,Cirrus,No Rain
31.76,93.69,1008.59,5.79,55.51,28,Cumulus,Rain
-2.64,66.35,1015.1,6.2,11.27,-8.81,Cirrus,No Rain
10.78,25.95,1015.57,18.63,58.07,-3.47,Cumulus,No Rain
28.71,91.68,1008.47,7.9,68.71,26.43,Cumulus,Rain
12.23,66.25,1007.75,16.24,55.31,3.57,Cumulus,No Rain
16.52,37.56,1012.64,17.99,41.08,3.39,Cumulus,No Rain
35.7,53.39,1020.8,17.29,6.92,25.27,Cirrus,No Rain
9.14,74.96,1032.15,32.46,28.32,4.77,Cirrus,No Rain
28.07,100,1008.06,10.71,33.1,28,Cirrus,Rain
6.38,63.14,1010.21,8.31,72.02,-1.99,Stratus,No Rain
13.79,46.66,1015.05,8.17,27.54,2.29,Cirrus,Rain
18.58,51.61,1013.83,29.64,57.5,8.33,Cumulonimbus,No Rain
25.72,83.08,1013.57,10.35,53.22,21.77,Cumulus,No Rain
25.27,78.1,1013.67,13.61,69.78,19.87,Cumulus,Rain
22.6,81.43,1003.31,26.6,73.39,17.49,Cumulonimbus,No Rain
16.24,64.09,1013.73,16.14,100,9.47,Cumulus,No Rain
4.51,86.57,1023.37,4.38,16.0,1.26,Nimbus,No Rain
4.0,55.92,1009.19,19.89,68.1,-3.28,Stratus,No Rain
16.05,64.66,1011.19,8.24,73.63,8.0,Cumulus,No Rain
19.33,43.68,1008.56,12.73,30.45,9.15,Cirrus,No Rain
26.95,61.88,1012.86,14.28,81.74,18.24,Cumulus,No Rain
32.24,84.44,1025.99,12.58,79.46,28,Cumulus,Rain
12.02,59.09,1012.67,9.1,33.79,4.45,Cirrus,No Rain
24.43,95.61,1012.43,20.78,31.73,23.26,Cirrus,No Rain
15.24,41.76,1027.84,4.51,0,3.22,Clear,No Rain
9.7,64.86,1007.18,11.49,83.54,2.98,Stratus,Rain
3.08,67.67,1004.27,8.83,46.76,-4.12,Cumulus,No Rain
37.55,50.55,1006.9,16.71,36.26,27.54,Cumulus,No Rain
11.2,63.15,993.74,13.35,70.18,5.08,Stratus,Rain
18.58,82.11,1011.0,6.81,30.6,14.75,Cirrus,No Rain
22.64,80.46,1006.66,16.06,47.72,18.39,Cumulus,Rain
34.49,55.39,1022.52,10.81,15.26,25.12,Cirrus,No Rain
17.12,48.91,1011.7,23.05,67.97,7.01,Cumulus,No Rain
9.98,58.82,1026.31,29.15,38.25,1.87,Cumulus,No Rain
31.63,84.58,1014.91,13.06,68.37,28,Cumulus,Rain
11.11,46.91,1009.13,10.47,42.13,1.84,Cumulus,No Rain
30.29,23.26,1026.27,18.87,37.19,13.64,Cumulus,No Rain
14.13,45.01,1008.96,9.77,34.15,4.13,Cirrus,No Rain
20.6,89.96,1030.94,10.42,54.13,18.59,Cumulus,No Rain
16.68,82.23,1012.24,4.83,53.51,15.83,Cumulus,Rain
16.4,87.55,1023.87,8.03,66.76,16.1,Cumulus,Rain
14.98,93.28,1011.8,12.59,87.98,12.22,Cumulus,No Rain
36.77,72.64,1019.46,11.13,92.51,28,Cumulus,No Rain
22.42,10,1005.74,6.94,100,4.66,Cumulus,Rain
13.05,22.95,995.57,13.17,20.08,-4.23,Cirrus,No Rain
27.81,75.72,1003.59,11.61,65.53,24.3,Cumulus,Rain
18.38,63.63,1010.89,9.65,80.73,10.59,Cumulus,No Rain
7.02,92.25,1018.97,6.77,100,5.04,Stratus,Rain
15.39,70.84,1011.03,25.91,34.2,10.19,Cirrus,No Rain
14.6,94.55,1016.12,6.63,46.98,14.3,Cumulus,No Rain
21.33,80.0,1009.97,12.58,34.23,16.33,Cirrus,No Rain
28.49,67.69,1010.09,25.7,36.29,21.83,Cumulus,No Rain
24.0,31.9,1015.28,12.88,96.89,10.52,Cumulus,No Rain
14.23,60.05,1012.41,5.33,60.98,6.84,Cumulus,No Rain
9.37,83.5,1024.16,16.08,64.19,7.32,Stratus,No Rain
18.47,100,1022.41,9.0,57.29,18.7,Cumulus,No Rain
9.46,55.18,999.77,8.03,86.37,-0.45,Stratus,Rain
29.54,89.37,1002.55,11.16,82.16,27.07,Stratus,Rain
14.21,90.61,1008.85,5.85,22.71,12.43,Cirrus,Rain
15.09,76.62,1017.72,10.67,44.83,9.74,Cumulus,No Rain
25.1,100,1000.17,6.15,72.44,25.12,Cumulus,Rain
17.12,45.95,1009.53,7.28,32.73,7.25,Cirrus,No Rain
12.01,76.37,1019.42,9.38,43.81,6.17,Cumulus,No Rain
1.73,47.98,1021.77,7.71,53.42,-8.67,Cumulus,No Rain
23.76,71.75,1009.59,8.92,55.0,17.54,Cumulus,No Rain
21.77,54.64,1003.83,8.18,67.09,13.79,Cumulus,Rain
20.87,47.7,1010.73,10.84,14.34,10.75,Cirrus,No Rain
22.0,94.05,1012.85,17.37,82.75,21.24,Cumulus,Rain
24.91,24.07,998.06,18.9,54.37,10.3,Cumulus,No Rain
17.23,67.44,995.86,8.12,12.28,9.11,Cirrus,No Rain
